Time_UTC[s] Orbit_rail_pos[mm] PI_table_pos[deg] Target_table_pos[deg] Robot_X[mm] Robot_Y[mm] Robot_Z[mm] Robot_A[deg] Robot_B[deg] Robot_C[deg] Attitude_RA[Deg] Attitude_Dec[Deg] Attitude_Rot[Deg]
1763462817.610000 1538.020020 0.000000 0.000000 -215.013400 -521.802000 635.017700 -0.001800 0.001300 90.999300 3.139932 -1.463901 0.000000
1763462817.719000 1538.020020 0.000000 0.000000 -215.003500 -517.837200 635.016100 0.004000 -0.004300 91.001200 3.145140 -1.465722 0.000000
1763462817.828000 1538.020020 0.000000 0.000000 -215.010900 -514.237100 635.034300 -0.004600 -0.001900 90.996300 3.136783 -1.460893 0.000000
1763462817.937000 1538.020020 0.000000 0.000000 -215.003600 -511.723100 635.009100 0.000800 -0.007100 90.998700 3.141627 -1.463076 0.000000
1763462818.047000 1538.020020 0.000000 0.000000 -215.016500 -508.476400 635.013900 -0.002100 -0.018100 90.999500 3.137554 -1.462591 0.000000
1763462818.156000 1538.020020 0.000000 0.000000 -215.016600 -504.877100 634.997500 -0.002500 0.008300 91.002900 3.139953 -1.467178 0.000000
1763462818.265000 1538.020020 0.000000 0.000000 -215.009500 -500.919000 635.011800 0.000800 -0.006300 91.000100 3.141722 -1.464523 0.000000
1763462818.374000 1538.020020 0.000000 0.000000 -215.003900 -498.757900 635.019000 -0.001600 -0.000100 90.999000 3.139982 -1.463609 0.000000
1763462818.483000 1538.020020 0.000000 0.000000 -215.019600 -495.520700 635.022700 -0.004300 -0.002900 90.999400 3.136982 -1.463970 0.000000
1763462818.593000 1538.020020 0.000000 0.000000 -215.008300 -491.558800 635.029200 0.002500 -0.010500 90.998800 3.142961 -1.462899 0.000000
1763462818.702000 1538.020020 0.000000 0.000000 -215.001500 -487.954500 635.017900 0.004600 -0.000500 90.999800 3.146139 -1.464408 0.000000
1763462818.811000 1538.020020 0.000000 0.000000 -215.005300 -485.805800 634.998300 -0.001100 -0.000500 91.001800 3.140440 -1.466408 0.000000
1763462818.920000 1538.020020 0.000000 0.000000 -215.022600 -482.193700 635.018400 -0.006800 -0.005100 90.996500 3.134231 -1.460991 0.000000
1763462819.029000 1538.020020 0.000000 0.000000 -215.015200 -478.596200 635.019900 -0.001400 -0.014000 90.998300 3.138676 -1.462008 0.000000
1763462819.139000 1538.020020 0.000000 0.000000 -215.017600 -475.000000 635.015500 -0.000600 -0.010200 90.999800 3.139903 -1.463923 0.000000
1763462819.248000 1538.020020 0.000000 0.000000 -215.003400 -472.476300 635.016800 0.000700 -0.008000 90.998000 3.141424 -1.462315 0.000000
1763462819.357000 1538.020020 0.000000 0.000000 -215.008400 -469.237700 635.004000 0.000600 -0.016600 91.000900 3.140438 -1.464214 0.000000
1763462819.466000 1538.020020 0.000000 0.000000 -215.002800 -465.635900 635.008400 0.004700 -0.002100 91.000800 3.146071 -1.465389 0.000000
1763462819.575000 1538.020020 0.000000 0.000000 -215.005000 -461.678500 635.030600 -0.002000 0.000500 90.999100 3.139646 -1.463708 0.000000
1763462819.685000 1538.020020 0.000000 0.000000 -215.012200 -459.517700 635.012000 -0.001300 -0.010000 90.998500 3.139212 -1.462648 0.000000
1763462819.794000 1538.020020 0.000000 0.000000 -215.012600 -456.273400 635.007000 0.000100 -0.000200 91.001200 3.141672 -1.465809 0.000000
1763462819.903000 1538.020020 0.000000 0.000000 -215.012500 -452.316600 634.998600 0.001500 -0.010800 91.000900 3.141951 -1.464959 0.000000
1763462820.012000 1538.020020 0.000000 0.000000 -214.998000 -448.720800 635.020600 0.004900 -0.009800 91.000500 3.145453 -1.464658 0.000000
1763462820.121000 1538.020020 0.000000 0.000000 -214.993100 -446.197300 634.994700 0.010000 -0.009800 91.001700 3.150565 -1.465852 0.000000
1763462820.231000 1538.020020 0.000000 0.000000 -215.012400 -442.959300 635.005700 -0.001500 -0.001400 91.000800 3.139945 -1.465400 0.000000
1763462820.340000 1538.020020 0.000000 0.000000 -215.001800 -439.356500 635.025600 0.001700 0.004000 90.998500 3.143725 -1.463035 0.000000
1763462820.449000 1538.020020 0.000000 0.000000 -215.014300 -435.397100 635.019300 -0.000100 -0.007900 90.997100 3.140627 -1.461425 0.000000
1763462820.558000 1538.020020 0.000000 0.000000 -215.016400 -433.234200 635.001900 -0.002800 -0.010100 91.002000 3.137737 -1.466123 0.000000
1763462820.667000 1538.020020 0.000000 0.000000 -215.016900 -429.998700 635.012900 -0.002600 -0.006000 90.996900 3.138334 -1.461345 0.000000
1763462820.777000 1538.020020 0.000000 0.000000 -215.015200 -426.039600 635.008200 -0.003100 -0.002300 90.999900 3.138247 -1.464485 0.000000
1763462820.886000 1538.020020 0.000000 0.000000 -215.007200 -422.434200 635.020600 -0.000200 -0.005500 90.999400 3.140803 -1.463868 0.000000
1763462820.995000 1538.020020 0.000000 0.000000 -215.009600 -420.278300 635.008600 0.003500 0.000100 91.000600 3.145103 -1.465209 0.000000
1763462821.104000 1538.020020 0.000000 0.000000 -215.016300 -416.674800 635.021600 -0.005300 0.000500 90.997300 3.136347 -1.461908 0.000000
1763462821.213000 1538.020020 0.000000 0.000000 -215.002400 -413.072600 635.001000 0.008600 -0.008100 91.003700 3.149360 -1.467991 0.000000
1763462821.323000 1538.020020 0.000000 0.000000 -215.013900 -409.478200 635.004800 -0.004300 -0.004800 90.998700 3.136775 -1.463203 0.000000
1763462821.432000 1538.020020 0.000000 0.000000 -215.012600 -406.959600 634.995900 -0.002000 -0.014200 91.000300 3.138083 -1.463965 0.000000
1763462821.541000 1538.020020 0.000000 0.000000 -215.006900 -403.717900 635.005700 0.002300 0.003100 91.001000 3.144220 -1.465564 0.000000
1763462821.650000 1538.020020 0.000000 0.000000 -215.006600 -400.116300 635.018700 -0.000700 -0.003300 90.998900 3.140537 -1.463459 0.000000
1763462821.759000 1538.020020 0.000000 0.000000 -215.017200 -396.158500 635.009800 -0.002000 -0.015400 90.997900 3.137919 -1.461424 0.000000
1763462821.869000 1538.020020 0.000000 0.000000 -215.015200 -393.994200 635.005000 -0.003400 -0.011600 90.999800 3.136954 -1.463781 0.000000
1763462821.978000 1538.020020 0.000000 0.000000 -215.003000 -390.764700 635.014400 0.002600 0.004500 91.000100 3.144672 -1.464614 0.000000
1763462822.087000 1538.020020 0.000000 0.000000 -215.007800 -386.795000 635.005500 0.002700 -0.015800 90.998400 3.142583 -1.461862 0.000000
1763462822.196000 1538.020020 0.000000 0.000000 -215.013400 -383.199500 634.996900 -0.002100 0.006300 91.001200 3.140157 -1.465621 0.000000
1763462822.305000 1538.020020 0.000000 0.000000 -215.011500 -380.676400 635.019200 -0.002400 -0.002100 90.997400 3.138963 -1.461989 0.000000
1763462822.415000 1538.020020 0.000000 0.000000 -215.009800 -377.434600 635.004900 0.001100 -0.015700 91.000400 3.141026 -1.463855 0.000000
1763462822.524000 1538.020020 0.000000 0.000000 -215.002900 -373.843700 635.024000 0.002300 -0.001500 90.999100 3.143731 -1.463699 0.000000
1763462822.633000 1538.020020 0.000000 0.000000 -215.011200 -369.877500 635.017300 -0.002200 -0.005800 90.997400 3.138759 -1.461855 0.000000
1763462822.742000 1538.020020 0.000000 0.000000 -215.010900 -367.716900 635.015200 0.000900 -0.004700 91.000300 3.141993 -1.464806 0.000000
1763462822.851000 1538.020020 0.000000 0.000000 -215.008100 -364.474500 635.004600 -0.000300 -0.001900 90.999200 3.141089 -1.463793 0.000000
1763462822.961000 1538.020020 0.000000 0.000000 -215.005600 -360.514900 635.001300 0.008000 -0.002100 91.001900 3.149373 -1.466488 0.000000
1763462823.070000 1538.020020 0.000000 0.000000 -215.010200 -356.919200 635.021600 -0.003800 -0.009100 90.997500 3.136800 -1.461731 0.000000
1763462823.179000 1538.020020 0.000000 0.000000 -215.016000 -354.756800 634.989300 -0.001100 -0.007100 91.003700 3.139762 -1.468065 0.000000
1763462823.288000 1538.020020 0.000000 0.000000 -215.009900 -351.159800 635.012800 -0.003200 -0.005300 90.997700 3.137815 -1.462180 0.000000
1763462823.397000 1538.020020 0.000000 0.000000 -215.019500 -347.558700 635.003400 -0.003500 -0.000100 90.999300 3.138082 -1.463909 0.000000
1763462823.507000 1538.020020 0.000000 0.000000 -215.007800 -343.958400 635.015500 0.000000 -0.002900 90.998400 3.141279 -1.462971 0.000000
1763462823.616000 1538.020020 0.000000 0.000000 -215.008100 -341.434800 635.009200 0.000600 -0.006000 90.999400 3.141549 -1.463842 0.000000
1763462823.725000 1538.020020 0.000000 0.000000 -214.997800 -338.195600 635.019000 0.011900 -0.002200 91.001600 3.153262 -1.466186 0.000000
1763462823.834000 1538.020020 0.000000 0.000000 -215.019100 -334.597300 635.005400 -0.003300 -0.001900 91.000100 3.138090 -1.464692 0.000000
1763462823.943000 1538.020020 0.000000 0.000000 -215.021000 -330.637200 634.990000 -0.005700 -0.000200 91.001400 3.135872 -1.466009 0.000000
1763462824.053000 1538.020020 0.000000 0.000000 -215.009500 -328.475300 634.994100 0.000100 0.000900 91.001100 3.141788 -1.465706 0.000000
1763462824.162000 1538.020020 0.000000 0.000000 -215.023100 -325.240100 635.009400 -0.006700 -0.001700 90.998600 3.134709 -1.463196 0.000000
1763462824.271000 1538.020020 0.000000 0.000000 -215.012700 -321.277000 635.015800 -0.000600 0.000000 90.999200 3.140993 -1.463809 0.000000
1763462824.380000 1538.020020 0.000000 0.000000 -215.005200 -317.678300 634.987600 0.003300 -0.005300 91.002500 3.144341 -1.466974 0.000000
1763462824.489000 1538.020020 0.000000 0.000000 -215.011900 -315.157700 635.001000 -0.002100 -0.005100 90.997800 3.138938 -1.462290 0.000000
1763462824.599000 1538.020020 0.000000 0.000000 -215.014700 -311.920700 635.008000 -0.001200 0.000200 90.998200 3.140414 -1.462809 0.000000
1763462824.708000 1538.020020 0.000000 0.000000 -215.016100 -308.313800 635.017900 -0.002700 -0.004300 90.998500 3.138428 -1.463024 0.000000
1763462824.817000 1538.020020 0.000000 0.000000 -215.002000 -304.361500 634.991900 0.003100 -0.007000 91.001400 3.143956 -1.465777 0.000000
1763462824.926000 1538.020020 0.000000 0.000000 -215.016100 -302.195100 635.003300 -0.003900 -0.005300 90.999900 3.137127 -1.464378 0.000000
1763462825.035000 1538.020020 0.000000 0.000000 -215.008100 -298.965600 635.016800 0.000100 -0.001200 90.998600 3.141563 -1.463203 0.000000
1763462825.145000 1538.020020 0.000000 0.000000 -215.011200 -294.991300 635.007400 0.002400 0.001600 91.000100 3.144163 -1.464697 0.000000
1763462825.254000 1538.020020 0.000000 0.000000 -215.009500 -291.401000 635.005800 0.003100 0.002200 91.001000 3.144925 -1.465586 0.000000
1763462825.363000 1538.020020 0.000000 0.000000 -215.017100 -289.234900 635.010400 -0.003400 0.000100 90.996600 3.138204 -1.461209 0.000000
1763462825.472000 1538.020020 0.000000 0.000000 -215.020200 -285.636300 635.005000 -0.003800 0.005200 90.998500 3.138355 -1.462984 0.000000
1763462825.581000 1538.020020 0.000000 0.000000 -215.009300 -282.041700 635.008000 -0.000900 0.009700 90.997700 3.141749 -1.461878 0.000000
1763462825.691000 1538.020020 0.000000 0.000000 -215.015100 -278.439200 635.008900 0.001500 0.014000 90.999400 3.144593 -1.463099 0.000000
1763462825.800000 1538.020020 0.000000 0.000000 -215.010200 -275.918300 635.006600 0.000300 0.011900 90.999500 3.143167 -1.463450 0.000000
1763462825.909000 1538.020020 0.000000 0.000000 -215.014400 -272.676500 635.000800 -0.001700 0.006300 90.999400 3.140568 -1.463824 0.000000
1763462826.018000 1538.020020 0.000000 0.000000 -215.009500 -269.079000 635.011600 0.003900 0.005300 90.999300 3.146061 -1.463779 0.000000
1763462826.127000 1538.020020 0.000000 0.000000 -215.016500 -265.117200 635.004900 -0.002200 0.002300 90.998000 3.139642 -1.462585 0.000000
1763462826.237000 1538.020020 0.000000 0.000000 -215.018100 -262.957400 635.010000 -0.001300 0.004500 90.999100 3.140776 -1.463615 0.000000
1763462826.346000 1538.020020 0.000000 0.000000 -215.018400 -259.714400 635.003300 -0.005300 0.004600 91.000700 3.136780 -1.465209 0.000000
1763462826.455000 1538.020020 0.000000 0.000000 -215.018600 -255.758500 634.989100 -0.003400 -0.001600 90.999300 3.138021 -1.463897 0.000000
1763462826.564000 1538.020020 0.000000 0.000000 -215.012900 -252.160300 635.019500 -0.004100 0.002400 90.999100 3.137751 -1.463683 0.000000
1763462826.673000 1538.020020 0.000000 0.000000 -215.017000 -249.638500 634.991200 0.000000 -0.003100 91.000200 3.141263 -1.464764 0.000000
1763462826.783000 1538.020020 0.000000 0.000000 -215.014000 -246.396100 635.014100 -0.001500 0.002700 90.999100 3.140383 -1.463675 0.000000
1763462826.892000 1538.020020 0.000000 0.000000 -215.010800 -242.800600 635.007200 -0.000200 -0.002300 90.999000 3.141145 -1.463585 0.000000
1763462827.001000 1538.020020 0.000000 0.000000 -215.011300 -238.840500 635.003900 -0.002200 -0.000800 90.998800 3.139306 -1.463406 0.000000
1763462827.110000 1538.020020 0.000000 0.000000 -215.014400 -236.673500 635.005600 -0.000100 -0.000100 90.998400 3.141482 -1.463009 0.000000
1763462827.219000 1538.020020 0.000000 0.000000 -215.010900 -233.439500 635.005400 0.000100 -0.002300 90.998900 3.141445 -1.463485 0.000000
1763462827.329000 1538.020020 0.000000 0.000000 -215.010500 -229.481400 635.008200 0.000700 0.000300 91.000100 3.142325 -1.464709 0.000000
1763462827.438000 1538.020020 0.000000 0.000000 -215.023400 -225.883900 635.011800 -0.005500 -0.001600 90.997800 3.135919 -1.462398 0.000000
1763462827.547000 1538.020020 0.000000 0.000000 -215.014400 -223.720400 634.998100 0.000900 -0.003100 90.998300 3.142157 -1.462865 0.000000
1763462827.656000 1538.020020 0.000000 0.000000 -215.018500 -220.112300 635.000000 -0.005600 -0.002900 90.998500 3.135679 -1.463070 0.000000
1763462827.765000 1538.020020 0.000000 0.000000 -215.011000 -216.516800 635.001300 0.001100 0.001500 91.000100 3.142852 -1.464699 0.000000
1763462827.875000 1538.020020 0.000000 0.000000 -215.015800 -212.918200 634.993500 -0.000700 0.002500 91.000200 3.141159 -1.464780 0.000000
1763462827.984000 1538.020020 0.000000 0.000000 -215.015700 -210.401600 635.007000 -0.000200 0.002100 90.999100 3.141618 -1.463689 0.000000
1763462828.093000 1538.020020 0.000000 0.000000 -215.021500 -207.160300 635.005700 -0.003700 0.002600 90.999900 3.138170 -1.464478 0.000000
1763462828.202000 1538.020020 0.000000 0.000000 -215.004600 -203.557200 635.009100 0.004800 0.005200 91.001900 3.146937 -1.466380 0.000000
1763462828.311000 1538.020020 0.000000 0.000000 -215.019300 -199.599500 634.999500 -0.003900 -0.003400 90.997100 3.137320 -1.461657 0.000000
1763462828.421000 1538.020020 0.000000 0.000000 -215.016900 -197.433800 635.014000 -0.003400 -0.002700 90.997600 3.137898 -1.462176 0.000000
1763462828.530000 1538.020020 0.000000 0.000000 -215.016100 -194.198900 634.993700 -0.001500 -0.001500 90.998200 3.139930 -1.462799 0.000000
1763462828.639000 1538.020020 0.000000 0.000000 -215.021400 -190.236500 634.994700 -0.002600 -0.002800 90.999200 3.138692 -1.463773 0.000000
1763462828.748000 1538.020020 0.000000 0.000000 -215.011900 -186.633700 635.014900 -0.002900 0.000800 90.998000 3.138780 -1.462606 0.000000
1763462828.857000 1538.020020 0.000000 0.000000 -215.011200 -184.120000 635.003000 0.000500 -0.002100 90.999200 3.141867 -1.463789 0.000000
1763462828.967000 1538.020020 0.000000 0.000000 -215.013600 -180.880900 634.998400 -0.002200 0.002600 91.000600 3.139668 -1.465177 0.000000
1763462829.076000 1538.020020 0.000000 0.000000 -215.008700 -177.279600 635.010200 0.000200 0.004600 90.998700 3.142289 -1.463211 0.000000
1763462829.185000 1538.020020 0.000000 0.000000 -215.014700 -173.318500 635.000300 -0.001200 0.000600 91.000700 3.140456 -1.465308 0.000000
1763462829.294000 1538.020020 0.000000 0.000000 -215.008500 -171.162100 635.003500 0.002700 -0.000700 90.999200 3.144217 -1.463807 0.000000
1763462829.403000 1538.020020 0.000000 0.000000 -215.013500 -167.920800 635.008000 0.002100 0.003100 90.998700 3.144027 -1.463265 0.000000
1763462829.513000 1538.020020 0.000000 0.000000 -215.006600 -163.958100 634.999700 0.001100 0.002200 91.001500 3.142924 -1.466086 0.000000
1763462829.622000 1538.020020 0.000000 0.000000 -215.015000 -160.359400 635.001800 -0.001900 0.000500 90.997400 3.139747 -1.462008 0.000000
1763462829.731000 1538.020020 0.000000 0.000000 -215.009200 -158.199500 634.988000 0.000700 -0.002000 90.999300 3.142078 -1.463891 0.000000
1763462829.840000 1538.020020 0.000000 0.000000 -215.008700 -154.602400 635.007000 0.001200 0.001700 90.999600 3.142975 -1.464196 0.000000
1763462829.949000 1538.020020 0.000000 0.000000 -215.015300 -151.000300 635.017300 -0.001400 0.002600 90.998100 3.140475 -1.462678 0.000000
1763462830.059000 1538.020020 0.000000 0.000000 -215.016800 -147.398900 635.014500 -0.000900 0.000000 90.998400 3.140693 -1.463009 0.000000
1763462830.168000 1538.020020 0.000000 0.000000 -215.014200 -144.880500 635.009000 0.000600 -0.002000 90.998000 3.141975 -1.462591 0.000000
1763462830.277000 1538.020020 0.000000 0.000000 -215.014200 -141.640300 634.996200 -0.002100 -0.000900 91.000000 3.139397 -1.464606 0.000000
1763462830.386000 1538.020020 0.000000 0.000000 -215.008900 -138.036600 634.994000 -0.001000 0.000200 90.998300 3.140614 -1.462909 0.000000
1763462830.495000 1538.020020 0.000000 0.000000 -215.006900 -134.078400 634.989300 0.005600 0.000300 91.003700 3.147224 -1.468309 0.000000
1763462830.605000 1538.020020 0.000000 0.000000 -215.018000 -131.916500 634.997700 -0.002500 -0.000700 90.999000 3.139017 -1.463607 0.000000
1763462830.714000 1538.020020 0.000000 0.000000 -215.023100 -128.677000 635.015200 -0.005500 0.000300 90.999300 3.136125 -1.463909 0.000000
1763462830.823000 1538.020020 0.000000 0.000000 -215.009500 -124.720400 635.010600 0.003100 -0.001200 90.997900 3.144562 -1.462503 0.000000
1763462830.932000 1538.020020 0.000000 0.000000 -215.011800 -121.119700 634.984000 -0.001000 -0.001000 91.001500 3.140488 -1.466105 0.000000
1763462831.041000 1538.020020 0.000000 0.000000 -215.012200 -118.601500 635.020300 0.001300 0.003700 90.997800 3.143295 -1.462346 0.000000
1763462831.151000 1538.020020 0.000000 0.000000 -215.009300 -115.362900 634.987800 -0.001300 -0.002100 90.999800 3.140068 -1.464389 0.000000
1763462831.260000 1538.020020 0.000000 0.000000 -215.010000 -111.759600 635.008900 0.001200 -0.000100 91.000000 3.142782 -1.464609 0.000000
1763462831.369000 1538.020020 0.000000 0.000000 -215.007800 -107.797400 634.983500 0.004600 -0.008200 91.002600 3.145340 -1.466886 0.000000
1763462831.478000 1538.020020 0.000000 0.000000 -215.015200 -105.638100 635.016600 -0.004000 -0.006200 90.996300 3.136909 -1.460735 0.000000
1763462831.587000 1538.020020 0.000000 0.000000 -215.022600 -102.395100 635.000000 -0.005900 -0.005700 90.998600 3.135077 -1.463059 0.000000
1763462831.697000 1538.020020 0.000000 0.000000 -214.994600 -100.096900 634.999200 0.003000 0.000200 90.998000 3.144614 -1.462609 0.000000
1763462831.806000 1538.020020 0.000000 0.000000 -214.997300 -100.003200 634.997800 0.005700 -0.000400 90.998500 3.147249 -1.463109 0.000000
1763462831.915000 1538.020020 0.000000 0.000000 -214.999500 -99.999100 635.000400 0.004600 0.000000 90.998400 3.146193 -1.463009 0.000000
1763462832.024000 1538.020020 0.000000 0.000000 -215.002900 -99.998000 634.998600 0.003700 -0.000400 90.998400 3.145249 -1.463009 0.000000
1763462832.133000 1538.020020 0.000000 0.000000 -215.003000 -99.999300 634.998700 0.003500 -0.000400 90.998400 3.145049 -1.463009 0.000000
1763462832.243000 1538.020020 0.000000 0.000000 -215.004900 -99.999300 635.000800 0.002400 0.000000 90.998700 3.143993 -1.463309 0.000000
1763462832.352000 1538.020020 0.000000 0.000000 -215.003400 -100.004900 635.003600 0.003300 0.000400 90.998600 3.144936 -1.463209 0.000000
1763462832.461000 1538.020020 0.000000 0.000000 -214.971200 -101.947500 635.028000 0.014200 -0.013600 90.970100 3.153930 -1.434036 0.000000
1763462832.570000 1538.020020 0.000000 0.000000 -215.005900 -105.481800 635.008800 0.001000 -0.019300 90.993100 3.140401 -1.456081 0.000000
1763462832.679000 1538.020020 0.000000 0.000000 -215.010300 -109.437400 635.004200 -0.000800 -0.005700 90.997200 3.140169 -1.461661 0.000000
1763462832.789000 1538.020020 0.000000 0.000000 -215.019700 -111.601600 635.013800 -0.002700 0.005100 90.997100 3.139451 -1.461591 0.000000
1763462832.898000 1538.020020 0.000000 0.000000 -215.020500 -114.836100 634.996100 -0.005600 0.001400 90.999400 3.136143 -1.464000 0.000000
1763462833.007000 1538.020020 0.000000 0.000000 -215.015300 -118.805100 635.002200 -0.003400 0.002200 91.002400 3.138422 -1.466986 0.000000
1763462833.116000 1538.020020 0.000000 0.000000 -215.007200 -122.400100 635.008100 0.000800 0.003300 90.996500 3.142756 -1.461060 0.000000
1763462833.225000 1538.020020 0.000000 0.000000 -215.008400 -124.923800 634.993500 0.003600 0.002400 91.000200 3.145448 -1.464782 0.000000
1763462833.335000 1538.020020 0.000000 0.000000 -215.021000 -128.161300 635.007300 -0.004500 0.002300 90.997400 3.137344 -1.461985 0.000000
1763462833.444000 1538.020020 0.000000 0.000000 -215.009800 -131.759900 634.993300 0.000600 0.000500 91.001400 3.142245 -1.466008 0.000000
1763462833.553000 1538.020020 0.000000 0.000000 -215.011700 -135.718500 635.003300 -0.001000 -0.001700 90.996900 3.140406 -1.461496 0.000000
