Time_UTC[s] Orbit_rail_pos[mm] PI_table_pos[deg] Target_table_pos[deg] Robot_X[mm] Robot_Y[mm] Robot_Z[mm] Robot_A[deg] Robot_B[deg] Robot_C[deg] Attitude_RA[Deg] Attitude_Dec[Deg] Attitude_Rot[Deg]
1763465229.867000 1538.020020 0.000000 0.000000 -163.670200 -403.848100 680.755300 -89.999900 -0.001300 88.349800 4.248407 1.185589 0.000000
1763465229.946000 1538.020020 0.000000 0.000000 -163.670200 -403.848100 680.755300 -89.999900 -0.001300 88.349800 4.248407 1.185589 0.000000
1763465230.056000 1538.020020 0.000000 0.000000 -163.670200 -403.848100 680.755300 -89.999900 -0.001300 88.349800 4.248407 1.185589 0.000000
1763465230.165000 1538.020020 0.000000 0.000000 -163.670200 -403.848100 680.755300 -89.999900 -0.001300 88.349800 4.248407 1.185589 0.000000
1763465230.274000 1538.020020 0.000000 0.000000 -163.670200 -403.848100 680.755300 -89.999900 -0.001300 88.349800 4.248407 1.185589 0.000000
1763465230.383000 1538.020020 0.000000 0.000000 -163.670200 -403.848100 680.755300 -89.999900 -0.001300 88.349800 4.248407 1.185589 0.000000
1763465230.492000 1538.020020 0.000000 0.000000 -163.670100 -403.847700 680.753900 -90.000100 -0.000700 88.348800 4.247963 1.186590 0.000000
1763465230.602000 1538.020020 0.000000 0.000000 -163.658900 -403.819400 680.761700 -90.021000 0.022100 87.280100 4.244812 0.886003 0.000000
1763465230.711000 1538.020020 0.000000 0.000000 -163.671600 -403.843300 680.754000 -90.001500 0.005500 86.221600 1.073074 -0.172195 0.000000
1763465230.820000 1538.020020 0.000000 0.000000 -163.671200 -403.842400 680.776300 -90.001600 -0.004900 84.420500 1.102501 -1.168266 0.000000
1763465230.929000 1538.020020 0.000000 0.000000 -163.672000 -403.847300 680.743100 -90.000800 0.004400 82.626600 4.240889 0.625598 0.000000
1763465231.038000 1538.020020 0.000000 0.000000 -163.671400 -403.850000 680.740500 -90.002200 0.011300 80.824100 4.258633 0.713432 0.000000
1763465231.148000 1538.020020 0.000000 0.000000 -163.668700 -403.847800 680.757900 -90.001300 -0.005800 79.565200 1.114445 -0.545402 0.000000
1763465231.257000 1538.020020 0.000000 0.000000 -163.675900 -403.847700 680.764100 -89.995900 -0.005800 77.943800 1.106353 -0.974755 0.000000
1763465231.366000 1538.020020 0.000000 0.000000 -163.677600 -403.846800 680.745900 -90.005200 0.007100 76.143000 4.236034 0.825993 0.000000
1763465231.475000 1538.020020 0.000000 0.000000 -163.669100 -403.843900 680.767900 -90.006500 0.005700 74.165500 4.257491 0.338067 0.000000
1763465231.584000 1538.020020 0.000000 0.000000 -163.672300 -403.839500 680.758500 -89.999200 -0.015000 73.085800 1.123359 -0.741524 0.000000
1763465231.694000 1538.020020 0.000000 0.000000 -163.673900 -403.847500 680.752200 -90.001600 -0.007400 71.464300 1.097084 -0.778438 0.000000
1763465231.803000 1538.020020 0.000000 0.000000 -163.667700 -403.848800 680.777600 -89.997600 -0.001800 69.483500 4.250875 1.202331 0.000000
1763465231.912000 1538.020020 0.000000 0.000000 -163.669300 -403.854100 680.746800 -90.001400 -0.000200 67.682500 4.244942 0.138258 0.000000
1763465232.021000 1538.020020 0.000000 0.000000 -163.668100 -403.842100 680.751900 -90.001100 -0.005800 66.424900 1.107899 -1.119307 0.000000
1763465232.130000 1538.020020 0.000000 0.000000 -163.673900 -403.849600 680.767700 -89.996700 -0.010000 64.805300 1.086013 -0.402629 0.000000
1763465232.240000 1538.020020 0.000000 0.000000 -163.663000 -403.853200 680.787600 -89.989900 -0.014600 63.002300 4.260392 1.399731 0.000000
1763465232.349000 1538.020020 0.000000 0.000000 -163.675600 -403.885200 680.754200 -89.974900 0.006300 61.025900 1.104998 -0.235152 0.000000
1763465232.458000 1538.020020 0.000000 0.000000 -163.674800 -403.874200 680.755100 -89.990800 0.022900 59.945700 1.109407 -1.314355 0.000000
1763465232.567000 1538.020020 0.000000 0.000000 -163.670600 -403.856200 680.763800 -89.995000 -0.002600 58.325700 1.098760 -0.206235 0.000000
1763465232.676000 1538.020020 0.000000 0.000000 -163.676900 -403.849800 680.766000 -90.003500 -0.003300 56.345000 4.243598 1.367102 0.000000
1763465232.786000 1538.020020 0.000000 0.000000 -163.662900 -403.858100 680.759800 -89.995900 -0.000900 54.544200 1.112230 -0.433671 0.000000
1763465232.895000 1538.020020 0.000000 0.000000 -163.671300 -403.846200 680.774600 -89.999500 -0.005100 53.284600 1.106059 -1.448216 0.000000
1763465233.004000 1538.020020 0.000000 0.000000 -163.670300 -403.848400 680.752600 -90.011000 0.009600 51.665200 4.181272 0.171071 0.000000
1763465233.113000 1538.020020 0.000000 0.000000 -163.674400 -403.850800 680.745900 -90.005100 0.002400 49.866500 4.243691 1.171807 0.000000
1763465233.222000 1538.020020 0.000000 0.000000 -163.662600 -403.847400 680.758900 -90.005000 -0.002400 48.065100 1.104481 -0.629584 0.000000
1763465233.332000 1538.020020 0.000000 0.000000 -163.672100 -403.844400 680.770100 -90.004100 0.001000 46.805300 1.102417 -1.252205 0.000000
1763465233.441000 1538.020020 0.000000 0.000000 -163.668800 -403.844800 680.761100 -90.004300 -0.003700 45.184600 4.253062 0.368491 0.000000
1763465233.550000 1538.020020 0.000000 0.000000 -163.671800 -403.859900 680.766200 -90.005900 0.007900 43.385200 4.247251 0.973653 0.000000
1763465233.659000 1538.020020 0.000000 0.000000 -163.668400 -403.849500 680.756800 -90.004700 -0.001200 41.406700 1.102249 -1.004800 0.000000
1763465233.768000 1538.020020 0.000000 0.000000 -163.666100 -403.848900 680.757400 -90.000100 -0.005000 40.326300 1.103261 -1.056370 0.000000
1763465233.878000 1538.020020 0.000000 0.000000 -163.667600 -403.849600 680.772400 -90.004700 0.002200 38.706000 4.239601 0.563907 0.000000
1763465233.987000 1538.020020 0.000000 0.000000 -163.661500 -403.865100 680.752700 -89.994600 0.004400 36.724400 4.259665 0.596078 0.000000
1763465234.096000 1538.020020 0.000000 0.000000 -163.669500 -403.853700 680.767200 -90.000300 -0.001400 34.925100 1.106426 -1.203213 0.000000
1763465234.205000 1538.020020 0.000000 0.000000 -163.670700 -403.853500 680.771100 -90.002000 0.000500 33.664900 1.104808 -0.678177 0.000000
1763465234.314000 1538.020020 0.000000 0.000000 -163.659500 -403.851900 680.772300 -89.999100 -0.001900 32.045500 4.250064 0.941220 0.000000
1763465234.424000 1538.020020 0.000000 0.000000 -163.659200 -403.846600 680.766900 -89.995800 -0.008200 30.243600 4.232504 0.398456 0.000000
1763465234.533000 1538.020020 0.000000 0.000000 -163.666200 -403.850400 680.755400 -89.999000 -0.002900 28.265200 1.107160 -1.561213 0.000000
1763465234.642000 1538.020020 0.000000 0.000000 -163.651000 -403.848000 680.755400 -90.005200 0.001000 27.185100 1.102900 -0.481562 0.000000
1763465234.751000 1538.020020 0.000000 0.000000 -163.666300 -403.848300 680.718700 -90.000500 0.005700 25.566400 4.244640 1.137102 0.000000
1763465234.860000 1538.020020 0.000000 0.000000 -163.667900 -403.844900 680.767000 -89.997500 -0.007300 23.584800 3.941171 0.022854 0.000000
1763465234.970000 1538.020020 0.000000 0.000000 -163.666500 -403.855000 680.753500 -90.000600 0.000500 21.784700 1.105692 -1.364347 0.000000
1763465235.079000 1538.020020 0.000000 0.000000 -163.661500 -403.850700 680.768700 -90.000400 -0.000700 20.525800 1.099173 -0.105448 0.000000
1763465235.188000 1538.020020 0.000000 0.000000 -163.656700 -403.845600 680.785100 -90.003100 -0.005500 18.901800 4.244967 1.518264 0.000000
1763465235.297000 1538.020020 0.000000 0.000000 -163.668700 -403.845300 680.754800 -90.010600 -0.001100 17.105000 1.101854 -0.173759 0.000000
1763465235.406000 1538.020020 0.000000 0.000000 -163.663900 -403.855700 680.767700 -90.001800 -0.001100 15.303800 1.103916 -1.166632 0.000000
1763465235.516000 1538.020020 0.000000 0.000000 -163.656900 -403.852400 680.765500 -90.007100 -0.003300 14.043600 4.275831 0.093566 0.000000
1763465235.625000 1538.020020 0.000000 0.000000 -163.658800 -403.853600 680.763100 -90.006200 -0.000900 12.424000 4.241451 1.428423 0.000000
1763465235.734000 1538.020020 0.000000 0.000000 -163.666200 -403.865600 680.764500 -90.000900 0.003600 10.624900 1.096024 -0.370672 0.000000
1763465235.843000 1538.020020 0.000000 0.000000 -163.660700 -403.849600 680.761200 -90.013700 -0.002900 8.645200 1.089621 -0.791214 0.000000
1763465235.952000 1538.020020 0.000000 0.000000 -163.663000 -403.865700 680.763800 -89.995100 0.002800 7.566200 4.243220 0.287780 0.000000
1763465236.062000 1538.020020 0.000000 0.000000 -163.667200 -403.857100 680.771500 -90.001900 -0.000700 5.944300 4.245633 1.231910 0.000000
1763465236.171000 1538.020020 0.000000 0.000000 -163.665600 -403.864300 680.767800 -89.995600 0.005000 3.968400 1.105155 -0.743977 0.000000
1763465236.280000 1538.020020 0.000000 0.000000 -163.659200 -403.849000 680.767800 -90.005200 -0.002900 2.165200 1.096697 -0.594401 0.000000
1763465236.389000 1538.020020 0.000000 0.000000 -163.652600 -403.864000 680.774100 -89.997500 0.000600 0.907100 4.249512 0.663696 0.000000
1763465236.498000 1538.020020 0.000000 0.000000 -163.662900 -403.865100 680.732700 -90.001600 0.001100 0.054400 4.246120 1.516385 0.000000
1763465236.608000 1538.020020 0.000000 0.000000 -163.657600 -403.858600 680.760600 -89.994700 -0.002800 -0.002900 4.253071 1.566765 0.000000
1763465236.717000 1538.020020 0.000000 0.000000 -163.658600 -403.853500 680.767100 -89.994200 -0.003500 -0.003200 4.253568 1.566054 0.000000
1763465236.826000 1538.020020 0.000000 0.000000 -163.657000 -403.855000 680.767100 -89.993800 -0.003100 -0.002500 4.253972 1.566814 0.000000
1763465236.935000 1538.020020 0.000000 0.000000 -163.657000 -403.855000 680.767100 -89.993800 -0.003100 -0.002500 4.253972 1.566814 0.000000
1763465237.044000 1538.020020 0.000000 0.000000 -163.657700 -403.854700 680.764400 -89.993800 -0.003000 -0.001800 4.253974 1.567298 0.000000
1763465237.154000 1538.020020 0.000000 0.000000 -163.659700 -403.850000 680.769100 -89.994700 -0.003800 0.005000 4.253099 1.564516 0.000000
1763465237.263000 1538.020020 0.000000 0.000000 -163.665500 -403.840000 680.796600 -89.906700 -0.018100 0.718500 4.356904 0.852109 0.000000
1763465237.372000 1538.020020 0.000000 0.000000 -163.655200 -403.856300 680.759200 -89.981700 -0.001100 2.307100 1.123273 -0.736303 0.000000
1763465237.481000 1538.020020 0.000000 0.000000 -163.652800 -403.863300 680.767200 -90.005500 0.003200 4.108100 1.096052 -0.604285 0.000000
1763465237.590000 1538.020020 0.000000 0.000000 -163.659900 -403.850400 680.783400 -89.999500 -0.005600 5.902900 4.246041 1.190472 0.000000
1763465237.700000 1538.020020 0.000000 0.000000 -163.664900 -403.855300 680.769500 -90.002000 0.001300 7.166400 4.244197 0.687581 0.000000
1763465237.809000 1538.020020 0.000000 0.000000 -163.655400 -403.852700 680.770600 -90.003800 -0.003000 8.783900 1.100149 -0.929912 0.000000
1763465237.918000 1538.020020 0.000000 0.000000 -163.657100 -403.867500 680.753300 -90.004700 0.004500 10.585800 1.091127 -0.409770 0.000000
1763465238.027000 1538.020020 0.000000 0.000000 -163.649800 -403.857900 680.755200 -90.001100 -0.001900 12.564100 4.246675 1.567836 0.000000
1763465238.136000 1538.020020 0.000000 0.000000 -163.663700 -403.858800 680.775700 -89.999300 -0.000800 13.646800 4.249978 0.490367 0.000000
1763465238.246000 1538.020020 0.000000 0.000000 -163.659900 -403.859000 680.772200 -89.997900 0.000000 15.264100 1.108287 -1.126933 0.000000
1763465238.355000 1538.020020 0.000000 0.000000 -163.651000 -403.862500 680.745400 -90.011500 0.004000 17.245000 0.976797 -0.033759 0.000000
1763465238.464000 1538.020020 0.000000 0.000000 -163.658700 -403.848300 680.784600 -90.005500 -0.007500 19.043500 4.243753 1.376709 0.000000
1763465238.573000 1538.020020 0.000000 0.000000 -163.662600 -403.864600 680.741500 -90.005000 0.004000 20.306700 4.207751 0.113651 0.000000
1763465238.682000 1538.020020 0.000000 0.000000 -163.655900 -403.864100 680.774100 -90.005300 0.003100 21.924700 1.101093 -1.504276 0.000000
1763465238.792000 1538.020020 0.000000 0.000000 -163.660200 -403.853700 680.773600 -90.002400 -0.003100 23.724600 4.226492 0.162654 0.000000
1763465238.901000 1538.020020 0.000000 0.000000 -163.659300 -403.856800 680.771200 -90.002200 0.003500 25.707000 4.243315 0.996528 0.000000
1763465239.010000 1538.020020 0.000000 0.000000 -163.664500 -403.859900 680.760400 -90.001600 0.000100 26.787200 1.105779 -0.083662 0.000000
1763465239.119000 1538.020020 0.000000 0.000000 -163.655900 -403.863700 680.751600 -90.001500 0.003300 28.404700 1.104254 -1.440389 0.000000
1763465239.228000 1538.020020 0.000000 0.000000 -163.656300 -403.858300 680.720700 -89.990400 0.002200 30.387400 4.261031 0.542268 0.000000
1763465239.338000 1538.020020 0.000000 0.000000 -163.665300 -403.849200 680.767000 -89.998800 -0.002900 32.186400 4.251794 0.800319 0.000000
1763465239.447000 1538.020020 0.000000 0.000000 -163.663600 -403.861300 680.761900 -90.007000 0.004700 33.447200 1.108662 -0.460472 0.000000
1763465239.556000 1538.020020 0.000000 0.000000 -163.666400 -403.860000 680.759500 -89.996400 0.001000 35.064300 1.109232 -1.064015 0.000000
1763465239.665000 1538.020020 0.000000 0.000000 -163.666400 -403.856800 680.761500 -90.001500 -0.002800 36.864700 4.243191 0.736381 0.000000
1763465239.774000 1538.020020 0.000000 0.000000 -163.657000 -403.859000 680.754100 -90.001800 0.003000 38.666800 4.241624 0.603105 0.000000
1763465239.884000 1538.020020 0.000000 0.000000 -163.670700 -403.863300 680.749400 -89.993500 -0.003100 39.927900 1.108676 -0.657988 0.000000
1763465239.993000 1538.020020 0.000000 0.000000 -163.655300 -403.860900 680.771700 -90.004800 0.005700 41.544200 1.096552 -0.867282 0.000000
1763465240.102000 1538.020020 0.000000 0.000000 -163.664000 -403.855900 680.781100 -90.004500 0.003400 43.345100 4.245796 0.933591 0.000000
1763465240.211000 1538.020020 0.000000 0.000000 -163.668800 -403.848400 680.784800 -90.007300 0.000500 45.324500 4.238331 0.228593 0.000000
1763465240.320000 1538.020020 0.000000 0.000000 -163.653400 -403.857100 680.768300 -89.997900 -0.004100 46.406100 1.104707 -0.852997 0.000000
1763465240.430000 1538.020020 0.000000 0.000000 -163.667000 -403.858400 680.754400 -90.004800 0.003100 48.024000 1.097480 -0.670682 0.000000
1763465240.539000 1538.020020 0.000000 0.000000 -163.657900 -403.862400 680.758900 -89.998100 -0.001000 50.005000 4.249413 1.310312 0.000000
1763465240.648000 1538.020020 0.000000 0.000000 -163.664800 -403.857400 680.742200 -90.006600 0.003500 51.805200 4.129071 0.031079 0.000000
1763465240.757000 1538.020020 0.000000 0.000000 -163.657700 -403.851800 680.760900 -90.000600 -0.003600 53.067000 1.104313 -1.230703 0.000000
1763465240.866000 1538.020020 0.000000 0.000000 -163.666400 -403.855700 680.765800 -89.999200 -0.002500 54.686300 1.115317 -0.291570 0.000000
1763465240.976000 1538.020020 0.000000 0.000000 -163.662100 -403.859400 680.775500 -90.000900 -0.003400 56.482900 4.246656 1.504941 0.000000
1763465241.085000 1538.020020 0.000000 0.000000 -163.669400 -403.858900 680.765600 -89.999600 0.004600 58.464700 1.119377 -0.345232 0.000000
1763465241.194000 1538.020020 0.000000 0.000000 -163.657200 -403.858700 680.749400 -89.999200 0.000200 59.545500 1.107016 -1.426036 0.000000
1763465241.303000 1538.020020 0.000000 0.000000 -163.664900 -403.858400 680.767900 -90.001400 -0.002700 61.167200 1.133462 -0.093856 0.000000
1763465241.412000 1538.020020 0.000000 0.000000 -163.662400 -403.860700 680.797000 -89.994200 -0.008300 63.144300 4.256261 1.258243 0.000000
1763465241.522000 1538.020020 0.000000 0.000000 -163.658200 -403.873500 680.764100 -89.985900 -0.006500 64.945000 1.109501 -0.542338 0.000000
1763465241.631000 1538.020020 0.000000 0.000000 -163.660900 -403.895000 680.767400 -89.975700 0.009000 66.204000 1.128374 -1.340070 0.000000
1763465241.740000 1538.020020 0.000000 0.000000 -163.664000 -403.877500 680.760700 -89.990500 0.008600 67.824100 4.287194 0.279847 0.000000
1763465241.849000 1538.020020 0.000000 0.000000 -163.659300 -403.852500 680.745700 -90.002200 -0.000100 69.628600 4.245636 1.057235 0.000000
1763465241.958000 1538.020020 0.000000 0.000000 -163.664000 -403.857400 680.745900 -90.001500 0.002600 71.427300 1.107526 -0.741462 0.000000
1763465242.068000 1538.020020 0.000000 0.000000 -163.663900 -403.859200 680.779000 -89.999300 0.004200 72.684500 1.104972 -1.142908 0.000000
1763465242.177000 1538.020020 0.000000 0.000000 -163.662700 -403.866000 680.781500 -89.998400 0.002200 74.305400 4.253626 0.477971 0.000000
1763465242.286000 1538.020020 0.000000 0.000000 -163.660500 -403.855600 680.761900 -90.002600 0.007200 76.104800 4.239034 0.864190 0.000000
1763465242.395000 1538.020020 0.000000 0.000000 -163.663500 -403.856800 680.764400 -90.000600 0.002400 78.086600 1.106756 -1.117574 0.000000
1763465242.504000 1538.020020 0.000000 0.000000 -163.667200 -403.853500 680.762100 -90.005200 0.001200 79.164900 1.100121 -0.945712 0.000000
1763465242.614000 1538.020020 0.000000 0.000000 -163.666000 -403.852700 680.760400 -90.001400 -0.000100 80.783700 4.246254 0.673087 0.000000
1763465242.723000 1538.020020 0.000000 0.000000 -163.663500 -403.858300 680.775900 -89.999200 -0.000400 82.764800 4.249334 0.487405 0.000000
1763465242.832000 1538.020020 0.000000 0.000000 -163.664000 -403.854600 680.760100 -90.004200 0.005400 84.565600 1.103408 -1.313339 0.000000
1763465242.941000 1538.020020 0.000000 0.000000 -163.660800 -403.853900 680.754800 -90.004000 -0.008200 85.826600 1.115058 -0.567177 0.000000
1763465243.050000 1538.020020 0.000000 0.000000 -163.663900 -403.865600 680.775800 -89.995400 -0.011200 87.442600 4.245937 1.048693 0.000000
1763465243.160000 1538.020020 0.000000 0.000000 -163.663100 -403.850900 680.756800 -90.003900 -0.004100 89.237200 4.257218 0.298188 0.000000
1763465243.269000 1538.020020 0.000000 0.000000 -163.656100 -403.853400 680.761000 -90.000200 -0.004700 89.977900 1.096069 -0.442504 0.000000
1763465243.378000 1538.020020 0.000000 0.000000 -163.656800 -403.852000 680.774200 -90.003600 0.001300 89.996700 1.105202 -0.461309 0.000000
1763465243.487000 1538.020020 0.000000 0.000000 -163.656800 -403.853200 680.771100 -90.002700 0.004500 90.000800 1.112447 -0.465404 0.000000
1763465243.596000 1538.020020 0.000000 0.000000 -163.656800 -403.853300 680.767600 -90.002600 0.004700 90.001400 1.112931 -0.466004 0.000000
1763465243.706000 1538.020020 0.000000 0.000000 -163.657300 -403.856200 680.764400 -90.002100 0.005100 90.001400 1.114227 -0.466003 0.000000
1763465243.815000 1538.020020 0.000000 0.000000 -163.657200 -403.854900 680.763500 -90.002800 0.007800 89.992600 1.119240 -0.457194 0.000000
1763465243.924000 1538.020020 0.000000 0.000000 -163.647200 -403.824400 680.774200 -90.019500 0.052500 88.943000 4.150467 0.591464 0.000000
1763465244.033000 1538.020020 0.000000 0.000000 -163.639500 -403.863600 680.778900 -89.997100 -0.002700 87.153400 4.247837 0.759599 0.000000
1763465244.142000 1538.020020 0.000000 0.000000 -163.660300 -403.853800 680.763500 -90.000300 -0.000700 85.357100 1.106301 -1.036698 0.000000
1763465244.252000 1538.020020 0.000000 0.000000 -163.662200 -403.848700 680.778000 -90.003000 -0.002100 84.093700 1.101310 -0.841492 0.000000
1763465244.361000 1538.020020 0.000000 0.000000 -163.665100 -403.854500 680.758600 -90.001400 0.000800 82.474200 4.245568 0.778005 0.000000
1763465244.470000 1538.020020 0.000000 0.000000 -163.661300 -403.858700 680.751000 -90.002200 0.008900 80.674300 4.259659 0.563662 0.000000
1763465244.579000 1538.020020 0.000000 0.000000 -163.664600 -403.851700 680.782700 -90.004100 -0.005100 78.694200 1.102881 -1.416329 0.000000
1763465244.688000 1538.020020 0.000000 0.000000 -163.666600 -403.850400 680.757500 -90.002400 0.005200 77.614300 1.110695 -0.645270 0.000000
1763465244.798000 1538.020020 0.000000 0.000000 -163.664400 -403.856800 680.752000 -90.005500 0.007700 75.993100 4.237070 0.975876 0.000000
1763465244.907000 1538.020020 0.000000 0.000000 -163.661700 -403.851300 680.784300 -90.007000 0.002600 74.014100 4.254545 0.186672 0.000000
1763465245.016000 1538.020020 0.000000 0.000000 -163.660900 -403.856400 680.766600 -90.004800 0.011400 72.214400 1.101869 -1.527055 0.000000
1763465245.125000 1538.020020 0.000000 0.000000 -163.663900 -403.859600 680.735500 -90.001600 0.001600 70.957300 1.110335 -0.271465 0.000000
1763465245.234000 1538.020020 0.000000 0.000000 -163.660900 -403.856800 680.774100 -89.998400 0.003200 69.334500 4.248666 1.351312 0.000000
1763465245.344000 1538.020020 0.000000 0.000000 -163.661200 -403.863000 680.750600 -90.000400 0.000700 67.531900 1.049134 -0.012342 0.000000
1763465245.453000 1538.020020 0.000000 0.000000 -163.659600 -403.850100 680.763400 -90.004400 0.005300 65.553300 1.104155 -1.150619 0.000000
1763465245.562000 1538.020020 0.000000 0.000000 -163.664500 -403.859000 680.765600 -90.000300 0.000000 64.473500 1.105887 -0.070851 0.000000
1763465245.671000 1538.020020 0.000000 0.000000 -163.654500 -403.864000 680.788700 -89.988700 -0.013800 62.853300 4.259376 1.545294 0.000000
1763465245.780000 1538.020020 0.000000 0.000000 -163.669600 -403.891900 680.770700 -89.974800 0.008700 60.874900 1.109992 -0.386141 0.000000
1763465245.890000 1538.020020 0.000000 0.000000 -163.664100 -403.871900 680.749900 -89.994900 0.010700 59.073600 1.118872 -0.954055 0.000000
1763465245.999000 1538.020020 0.000000 0.000000 -163.664600 -403.848000 680.763000 -89.999300 -0.007000 57.815200 4.270768 0.304256 0.000000
1763465246.108000 1538.020020 0.000000 0.000000 -163.668900 -403.857700 680.778600 -90.002800 -0.003500 56.195100 4.243688 1.217212 0.000000
1763465246.217000 1538.020020 0.000000 0.000000 -163.661100 -403.864900 680.753600 -89.997400 0.001900 54.395100 1.105904 -0.582770 0.000000
1763465246.326000 1538.020020 0.000000 0.000000 -163.657600 -403.865000 680.756900 -89.988000 -0.007900 52.595200 1.109857 -0.758892 0.000000
1763465246.436000 1538.020020 0.000000 0.000000 -163.662400 -403.855100 680.751600 -89.999900 -0.001900 51.336100 4.251356 0.500178 0.000000
1763465246.545000 1538.020020 0.000000 0.000000 -163.665500 -403.858800 680.750300 -90.005000 0.002000 49.714000 4.244010 1.019311 0.000000
1763465246.654000 1538.020020 0.000000 0.000000 -163.660000 -403.858500 680.760400 -90.003000 -0.001500 47.915700 1.104706 -0.778985 0.000000
1763465246.763000 1538.020020 0.000000 0.000000 -163.664400 -403.859900 680.756000 -89.995300 -0.003700 45.935300 1.101683 -0.382204 0.000000
1763465246.872000 1538.020020 0.000000 0.000000 -163.664200 -403.847200 680.770900 -90.012200 0.005300 44.854900 4.229264 0.698182 0.000000
1763465246.982000 1538.020020 0.000000 0.000000 -163.662300 -403.865900 680.774200 -90.006500 0.011100 43.233300 4.251599 0.821733 0.000000
1763465247.091000 1538.020020 0.000000 0.000000 -163.663800 -403.850600 680.768400 -90.007100 -0.001800 41.255600 1.099880 -1.155897 0.000000
1763465247.200000 1538.020020 0.000000 0.000000 -163.662900 -403.859200 680.755300 -90.001200 0.004300 39.455900 1.127835 -0.185990 0.000000
1763465247.309000 1538.020020 0.000000 0.000000 -163.665700 -403.843900 680.779900 -90.006400 -0.009900 38.194900 4.246734 1.074918 0.000000
1763465247.418000 1538.020020 0.000000 0.000000 -163.662300 -403.868200 680.749200 -89.994600 0.004600 36.577200 4.262729 0.448879 0.000000
1763465247.528000 1538.020020 0.000000 0.000000 -163.665900 -403.858000 680.769400 -89.999600 -0.003000 34.776300 1.107254 -1.351995 0.000000
1763465247.637000 1538.020020 0.000000 0.000000 -163.661600 -403.856500 680.763900 -89.998200 -0.006600 32.794100 4.283405 0.192619 0.000000
1763465247.746000 1538.020020 0.000000 0.000000 -163.656900 -403.862200 680.767100 -90.002100 0.003700 31.716600 4.244532 1.270101 0.000000
1763465247.855000 1538.020020 0.000000 0.000000 -163.658300 -403.846200 680.771600 -89.998000 -0.008400 30.092800 4.216572 0.247661 0.000000
1763465247.964000 1538.020020 0.000000 0.000000 -163.662000 -403.852100 680.757100 -89.995700 -0.008300 28.115200 1.109155 -1.411448 0.000000
1763465248.074000 1538.020020 0.000000 0.000000 -163.667200 -403.864600 680.719200 -89.994800 0.006900 26.318400 4.235960 0.385128 0.000000
1763465248.183000 1538.020020 0.000000 0.000000 -163.659900 -403.847800 680.743400 -90.007000 0.000800 25.056100 4.240841 1.494151 0.000000
1763465248.292000 1538.020020 0.000000 0.000000 -163.661500 -403.854300 680.760600 -89.999800 -0.004500 23.433000 1.141078 -0.128944 0.000000
1763465248.401000 1538.020020 0.000000 0.000000 -163.663100 -403.857600 680.753300 -89.997600 -0.002800 21.634900 1.107545 -1.214537 0.000000
1763465248.510000 1538.020020 0.000000 0.000000 -163.659700 -403.864900 680.757900 -90.003200 0.001000 19.834500 4.243073 0.585852 0.000000
1763465248.620000 1538.020020 0.000000 0.000000 -163.659600 -403.865100 680.776000 -89.999600 0.002400 18.577200 4.248850 1.298430 0.000000
1763465248.729000 1538.020020 0.000000 0.000000 -163.664300 -403.852100 680.750500 -90.004800 -0.002100 16.955000 1.107645 -0.323759 0.000000
